snomedConcept,snomedIdentifier,conditionName,predictedTag,confidence,sentence,source,supportCNL1L2L3,supportL1L2L3,L1,L2,L3,a,fromValue,fromUnit,b,toValue,toUnit
Agoraphobia (disorder),70691001,Agoraphobia,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0020725388601036,"It may take some time, but treatment can help you get better.",MAYO,0.0003865481252415,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Agoraphobia (disorder),70691001,Agoraphobia,PERMANENT,0.0011520737327188,Around a third of people with agoraphobia eventually achieve a complete cure and remain free from symptoms.,NHS,0.0001932740626207,0.1677618863548511,PERMANENT,,,,,,,,
Mucopolysaccharidosis type II (disorder),70737009,Hunter syndrome,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.007380073800738,"The buildup of massive amounts of these harmful substances eventually causes permanent, progressive damage affecting appearance, mental development, organ function and physical abilities.",MAYO,0.0003865481252415,0.0523772709702357,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Mucopolysaccharidosis type II (disorder),70737009,Hunter syndrome,PERMANENT,0.0011520737327188,There's no cure for Hunter syndrome.,MAYO,0.0001932740626207,0.1677618863548511,PERMANENT,,,,,,,,
Mucopolysaccharidosis type II (disorder),70737009,Hunter syndrome,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,"The intense supervision that may be needed for your child can cause you and other caregivers to become physically, mentally and emotionally exhausted.",MAYO,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Acute exacerbation of asthma (disorder),708038006,Asthma attack,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0020725388601036,"After 20 minutes, you can repeat the treatment one time if necessary.",MAYO,0.0003865481252415,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Infection caused by larvae of Trichinella (disorder),709018004,Trichinosis,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.0037593984962406,"However, fatigue, mild pain, weakness and diarrhea may linger for months or years.",MAYO,0.0001932740626207,0.0514109006571318,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Infection caused by larvae of Trichinella (disorder),709018004,Trichinosis,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0025706940874035,"Trichinosis usually isn't serious and often gets better on its own, usually within a few months.",MAYO,0.0001932740626207,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Infection caused by larvae of Trichinella (disorder),709018004,Trichinosis,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462,Other symptoms usually start two to eight weeks after infection.,MAYO,0.0001932740626207,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Chronic kidney disease (disorder),709044004,Chronic kidney disease,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.0037593984962406,About 90% of transplants still function after 5 years and many work usefully after 10 years or more,NHS,0.0001932740626207,0.0514109006571318,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Chronic kidney disease (disorder),709044004,Chronic kidney disease,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003690036900369,"CKD can get worse over time and eventually the kidneys may stop working altogether, but this is uncommon",NHS,0.0001932740626207,0.0523772709702357,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Chronic kidney disease (disorder),709044004,Chronic kidney disease,PERMANENT,0.0034562211981566,"There's no cure for chronic kidney disease (CKD), but treatment can help relieve the symptoms and stop it getting worse.",NHS,0.0005798221878623,0.1677618863548511,PERMANENT,,,,,,,,
Pulmonary hypertension (disorder),70995007,Pulmonary hypertension,DECLINE FAST FROM 5 MINUTE TO 1 DAY,0.0344827586206896,"If the cause is identified and treated early, it may be possible to prevent permanent damage to your pulmonary arteries, which are the blood vessels that supply your lungs.",NHS,0.0001932740626207,0.005604947816003,DECLINE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Pulmonary hypertension (disorder),70995007,Pulmonary hypertension,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.011070110701107,Pulmonary hypertension usually gets worse over time,NHS,0.0005798221878623,0.0523772709702357,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Pulmonary hypertension (disorder),70995007,Pulmonary hypertension,PERMANENT,0.0092165898617511,"Pulmonary hypertension cannot be cured, but treatments can reduce your symptoms and help you manage your condition.",NHS,0.0015461925009663,0.1677618863548511,PERMANENT,,,,,,,,
Pulmonary hypertension (disorder),70995007,Pulmonary hypertension,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,It often takes some time to find the most appropriate treatment for pulmonary hypertension.,MAYO,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Smoking cessation therapy (regime/therapy),710081004,Stop smoking treatments,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0051413881748071,"Treatment with NRT usually lasts 8-12 weeks, before you gradually reduce the dose and eventually stop.",NHS,0.0003865481252415,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Smoking cessation therapy (regime/therapy),710081004,Stop smoking treatments,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462,A course of treatment usually lasts around 7 to 9 weeks.,NHS,0.0001932740626207,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Phantom pain (disorder),710110008,Phantom pain,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0025706940874035,"Onset within the first week after amputation, though it can be delayed by months or longer",MAYO,0.0001932740626207,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Phantom pain (disorder),710110008,Phantom pain,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0020725388601036,"For some people, phantom pain gets better over time without treatment.",MAYO,0.0003865481252415,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Inhaled steroid therapy (procedure),710818004,Steroid nasal sprays,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462,"For hay fever, it's best to use them from 1 to 2 weeks before you think your symptoms will start, as they can take a few days to work.",NHS,0.0001932740626207,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Croup (disorder),71186008,Croup,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,Your child likely will need to be observed in the emergency room for several hours before going home to determine if a second dose is needed.,MAYO,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Ganglion cyst (morphologic abnormality),71307009,Ganglion cyst,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0031088082901554,"But if you have no symptoms, no treatment is necessary.",MAYO,0.0005798221878623,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Dyspareunia (finding),71315007,Painful intercourse (dyspareunia),IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,Your pelvic floor muscles tend to tighten in response to stress in your life.,MAYO,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Posterior cortical atrophy syndrome (disorder),715574002,Posterior cortical atrophy,PERMANENT,0.0011520737327188,"Posterior cortical atrophy can't be cured, but your doctor can help you manage your condition.",MAYO,0.0001932740626207,0.1677618863548511,PERMANENT,,,,,,,,
Solitary rectal ulcer syndrome (disorder),716685003,Solitary rectal ulcer syndrome,PERMANENT,0.0011520737327188,You can make changes to your daily life that may help relieve your symptoms.,MAYO,0.0001932740626207,0.1677618863548511,PERMANENT,,,,,,,,
Meningitis (disorder),7180009,Meningitis,DECLINE FAST FROM 1 DAY TO 1 WEEK,0.0555555555555555,Symptoms may develop over several hours or over a few days.,MAYO,0.0001932740626207,0.0034789331271743,DECLINE,FAST,FROM 1 DAY TO 1 WEEK,FROM,1,DAY,TO,1,WEEK
Meningitis (disorder),7180009,Meningitis,DECLINE MODERATELY FROM 8 DAY TO 2 MONTH,0.032258064516129,Chronic meningitis develops over two weeks or more.,MAYO,0.0001932740626207,0.0059914959412446,DECLINE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Meningitis (disorder),7180009,Meningitis,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0051413881748071,"Antibiotics can't cure viral meningitis, and most cases improve on their own in several weeks.",MAYO,0.0003865481252415,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Meningitis (disorder),7180009,Meningitis,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0032362459546925,Viral meningitis tends to get better on its own within 7 to 10 days and can often be treated at home.,NHS,0.0003865481252415,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Meningitis (disorder),7180009,Meningitis,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,You'll usually be able to go home from hospital if you or your child has mild meningitis and tests show it's being caused by a viral infection.,NHS,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Injury of rotator cuff (disorder),718539004,Rotator cuff injury,DECLINE SLOWLY FROM 6 MONTH TO 1 YEAR,0.0833333333333333,"Without treatment, rotator cuff problems may lead to permanent loss of motion or weakness, and may result in progressive degeneration of the shoulder joint.",MAYO,0.0001932740626207,0.0023192887514495,DECLINE,SLOWLY,FROM 6 MONTH TO 1 YEAR,FROM,6,MONTH,TO,1,YEAR
Injury of rotator cuff (disorder),718539004,Rotator cuff injury,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0020725388601036,"Although resting your shoulder is necessary for your recovery, keeping your shoulder immobilized for a prolonged time can cause the connective tissue enclosing the joint to become thickened and tight (frozen shoulder).",MAYO,0.0003865481252415,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Ventricular fibrillation (disorder),71908006,Ventricular fibrillation,DECLINE FAST FROM 5 MINUTE TO 1 DAY,0.0344827586206896,Death can occur within minutes.,MAYO,0.0001932740626207,0.005604947816003,DECLINE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Ventricular fibrillation (disorder),71908006,Ventricular fibrillation,PERMANENT,0.0011520737327188,"In ventricular fibrillation, there will be no pulse.",MAYO,0.0001932740626207,0.1677618863548511,PERMANENT,,,,,,,,
Ventricular fibrillation (disorder),71908006,Ventricular fibrillation,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,"After blood flow is restored through your heart, if necessary, you'll have treatment options to help prevent future episodes of ventricular fibrillation.",MAYO,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Tuberous sclerosis syndrome (disorder),7199000,Tuberous sclerosis,PERMANENT,0.0046082949308755,"Although there is no cure for tuberous sclerosis, treatment can help manage specific symptoms.",MAYO,0.0007730962504831,0.1677618863548511,PERMANENT,,,,,,,,
Tuberous sclerosis syndrome (disorder),7199000,Tuberous sclerosis,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003690036900369,Tuberous sclerosis is a lifelong condition that requires careful monitoring and follow-up because many signs and symptoms may take years to develop.,MAYO,0.0001932740626207,0.0523772709702357,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Alcoholism (disorder),7200002,Alcohol use disorder,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971,Treatment may begin with a program of detoxification or detox — withdrawal that's medically managed — which generally takes two to seven days.,MAYO,0.0001932740626207,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,FROM,1,DAY,TO,1,WEEK
Incontinence of feces (finding),72042002,Fecal incontinence,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0020725388601036,"If it takes longer than one to three minutes to do so, you likely have a defecation disorder.",MAYO,0.0003865481252415,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Incontinence of feces (finding),72042002,Fecal incontinence,PERMANENT,0.0011520737327188,"For others, the condition can be devastating due to a complete lack of bowel control.",MAYO,0.0001932740626207,0.1677618863548511,PERMANENT,,,,,,,,
Juvenile osteochondrosis of tibial tubercle (disorder),72047008,Osgood-Schlatter disease,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH,0.0082644628099173,The discomfort can last from weeks to months and can recur until your child stops growing.,MAYO,0.0001932740626207,0.0233861615771163,IMPROVE,SLOWLY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Arteriosclerotic vascular disease (disorder),72092001,Arteriosclerosis  atherosclerosis,DECLINE FAST FROM 5 MINUTE TO 1 DAY,0.0344827586206896,"Healthy arteries are flexible and elastic, but over time, the walls in your arteries can harden, a condition commonly called hardening of the arteries.",MAYO,0.0001932740626207,0.005604947816003,DECLINE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Arteriosclerotic vascular disease (disorder),72092001,Arteriosclerosis  atherosclerosis,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003690036900369,"Atherosclerosis is a slow, progressive disease that may begin as early as childhood.",MAYO,0.0001932740626207,0.0523772709702357,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Arteriosclerotic vascular disease (disorder),72092001,Arteriosclerosis  atherosclerosis,PERMANENT,0.0011520737327188,"Although this is usually a sudden, catastrophic event, a slow leak is possible.",MAYO,0.0001932740626207,0.1677618863548511,PERMANENT,,,,,,,,
Arteriosclerotic vascular disease (disorder),72092001,Arteriosclerosis  atherosclerosis,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,"If you have atherosclerosis in the arteries leading to your brain, you may have signs and symptoms such as sudden numbness or weakness in your arms or legs, difficulty speaking or slurred speech, temporary loss of vision in one eye, or drooping muscles in your face.",MAYO,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Solar lentigo (disorder),72100002,Age spots (liver spots),DECLINE SLOWLY FROM 2 MONTH TO 6 MONTH,0.1428571428571428,Applying prescription bleaching creams (hydroquinone) alone or with retinoids (tretinoin) and a mild steroid might gradually fade the spots over several months.,MAYO,0.0001932740626207,0.0013529184383455,DECLINE,SLOWLY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Solar lentigo (disorder),72100002,Age spots (liver spots),IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH,0.0082644628099173,It may take several months for pinkness to fade.,MAYO,0.0001932740626207,0.0233861615771163,IMPROVE,SLOWLY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Solar lentigo (disorder),72100002,Age spots (liver spots),IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0077120822622107,"You'll need a series of procedures over months to get modest, temporary results.",MAYO,0.0005798221878623,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Klippel Trenaunay syndrome (disorder),721105004,Klippel-Trenaunay syndrome,PERMANENT,0.0023041474654377,"Although there's no cure for Klippel-Trenaunay syndrome, your doctor can help you manage symptoms and prevent complications.",MAYO,0.0003865481252415,0.1677618863548511,PERMANENT,,,,,,,,
Infection caused by Cyclospora (disorder),721810002,Cyclospora infection,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR,0.006578947368421,"If you have HIV or another condition that compromises your immune system, the infection can last for months if not treated.",MAYO,0.0001932740626207,0.029377657518361,IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR,FROM,6,MONTH,TO,1,YEAR
Infection caused by Cyclospora (disorder),721810002,Cyclospora infection,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462,"The diarrhea may end by itself within a few days, or it may last for weeks.",MAYO,0.0001932740626207,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Primary myxofibrosarcoma (disorder),723076008,Myxofibrosarcoma,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.0037593984962406,"Although MFS tends to recur in the same area where it started, a majority of patients live five or more years after treatment.",MAYO,0.0001932740626207,0.0514109006571318,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Circumcision (procedure),72310004,Circumcision in men,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971,You'll probably be advised to take at least 1 week off work to recover.,NHS,0.0001932740626207,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,FROM,1,DAY,TO,1,WEEK
Circumcision (procedure),72310004,Circumcision in men,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462,It usually takes at least 10 days for your penis to heal after circumcision.,NHS,0.0001932740626207,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Primary progressive apraxia of speech (disorder),723124007,Primary progressive aphasia,DECLINE SLOWLY FROM 6 MONTH TO 1 YEAR,0.1666666666666666,People with primary progressive aphasia can also develop depression or behavioral or social problems as the disease progresses.,MAYO,0.0003865481252415,0.0023192887514495,DECLINE,SLOWLY,FROM 6 MONTH TO 1 YEAR,FROM,6,MONTH,TO,1,YEAR
Primary progressive apraxia of speech (disorder),723124007,Primary progressive aphasia,DECLINE FAST FROM 5 MINUTE TO 1 DAY,0.0344827586206896,"Although speech and language therapy can't stop the progression of the condition, it can help you manage your condition and may slow the progression of some symptoms.",MAYO,0.0001932740626207,0.005604947816003,DECLINE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Primary progressive apraxia of speech (disorder),723124007,Primary progressive aphasia,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.007380073800738,"This condition progresses slowly, so you may continue caring for yourself and participating in daily life activities for several years after the disorder's onset.",MAYO,0.0003865481252415,0.0523772709702357,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Primary progressive apraxia of speech (disorder),723124007,Primary progressive aphasia,PERMANENT,0.0011520737327188,"Primary progressive aphasia can't be cured, and there are no medications to treat it.",MAYO,0.0001932740626207,0.1677618863548511,PERMANENT,,,,,,,,
Bicuspid aortic valve (disorder),72352009,Bicuspid aortic valve,PERMANENT,0.0011520737327188,Congenital heart disease can often be treated successfully in childhood.,MAYO,0.0001932740626207,0.1677618863548511,PERMANENT,,,,,,,,
Bicuspid aortic valve (disorder),72352009,Bicuspid aortic valve,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,This painless test records the electrical signals in your heart.,MAYO,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Eating disorder (disorder),72366004,Eating disorders,PERMANENT,0.0023041474654377,But there are treatments that can help and you can recover from an eating disorder.,NHS,0.0003865481252415,0.1677618863548511,PERMANENT,,,,,,,,
Eating disorder (disorder),72366004,Eating disorders,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,"You can recover from an eating disorder, but it may take time and recovery will be different for everyone.",NHS,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Benign meningioma (disorder),724171006,Meningioma,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003690036900369,"Most meningiomas grow very slowly, often over many years without causing symptoms.",MAYO,0.0001932740626207,0.0523772709702357,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Benign meningioma (disorder),724171006,Meningioma,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,"These measures won't cure your meningioma, but they may help you feel better as you recover from surgery or help you to cope during radiation therapy.",MAYO,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Sleep-wake schedule disorder due to jet lag (disorder),724751006,Jet lag disorder,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0072463768115942,"If you have traveled west by more than eight time zones, avoid sunlight a few hours before dark for the first few days to adjust to the local time.",MAYO,0.0003865481252415,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,FROM,1,DAY,TO,1,WEEK
Sleep-wake schedule disorder due to jet lag (disorder),724751006,Jet lag disorder,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0031088082901554,"Fortunately, there are steps you can take to help prevent or minimize jet lag.",MAYO,0.0005798221878623,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Injury caused by low temperature (disorder),726523002,Frostbite,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH,0.0082644628099173,The area usually recovers within 6 months,NHS,0.0001932740626207,0.0233861615771163,IMPROVE,SLOWLY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Injury caused by low temperature (disorder),726523002,Frostbite,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.0037593984962406,"The affected area should be rewarmed slowly by immersing it in warm, but not hot, water",NHS,0.0001932740626207,0.0514109006571318,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Prickly heat (disorder),72658003,Heat rash (prickly heat),IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971,It should clear up on its own after a few days,NHS,0.0001932740626207,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,FROM,1,DAY,TO,1,WEEK
Snoring (finding),72863001,Snoring,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462,"School-age children need nine to 12 hours a day, and teens should have eight to 10 hours a day.",MAYO,0.0001932740626207,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Normal pregnancy (finding),72892002,Pregnancy,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR,0.006578947368421,Pregnancy normally lasts from 37 weeks to 42 weeks from the first day of your last period,NHS,0.0001932740626207,0.029377657518361,IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR,FROM,6,MONTH,TO,1,YEAR
Familial multiple polyposis syndrome (disorder),72900001,Familial adenomatous polyposis,PERMANENT,0.0011520737327188,Surgery doesn't cure FAP.,MAYO,0.0001932740626207,0.1677618863548511,PERMANENT,,,,,,,,
Familial multiple polyposis syndrome (disorder),72900001,Familial adenomatous polyposis,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,You will need regular screening — and treatment if needed — for the complications of familial adenomatous polyposis that can develop after colorectal surgery.,MAYO,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Coarctation of aorta (disorder),7305005,Coarctation of the aorta,PERMANENT,0.0011520737327188,"Though treatment is usually successful, the condition requires careful lifelong follow-up.",MAYO,0.0001932740626207,0.1677618863548511,PERMANENT,,,,,,,,
Diabetes mellitus (disorder),73211009,Diabetes,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.0037593984962406,Everyone with diabetes aged 12 or over should be invited to have their eyes screened once a year.,NHS,0.0001932740626207,0.0514109006571318,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Diabetes mellitus (disorder),73211009,Diabetes,PERMANENT,0.0011520737327188,Diabetes is a lifelong condition that causes a person's blood sugar level to become too high.,NHS,0.0001932740626207,0.1677618863548511,PERMANENT,,,,,,,,
Diabetes mellitus (disorder),73211009,Diabetes,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,"The hormones your body may produce in response to prolonged stress may prevent insulin from working properly, which will raise your blood sugar and stress you even more.",MAYO,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Dissection of coronary artery (disorder),732230001,Spontaneous coronary artery dissection (SCAD),PERMANENT,0.0023041474654377,"The condition can cause serious and scary symptoms, and it often affects people who may have few risk factors for heart disease.",MAYO,0.0003865481252415,0.1677618863548511,PERMANENT,,,,,,,,
Muscular dystrophy (disorder),73297009,Muscular dystrophy,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.007380073800738,"MD is a progressive condition, which means it gets worse over time",NHS,0.0003865481252415,0.0523772709702357,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Muscular dystrophy (disorder),73297009,Muscular dystrophy,PERMANENT,0.0057603686635944,"Although there's no cure for any form of muscular dystrophy, treatment for some forms of the disease can help extend the time a person with the disease can remain mobile and help with heart and lung muscle strength.",MAYO,0.0009663703131039,0.1677618863548511,PERMANENT,,,,,,,,
"Oligodendroglioma, no International Classification of Diseases for Oncology subtype (morphologic abnormality)",73348003,Oligodendroglioma,PERMANENT,0.0011520737327188,No alternative treatments have been proved to cure gliomas.,MAYO,0.0001932740626207,0.1677618863548511,PERMANENT,,,,,,,,
Embryonal neuroepithelial neoplasm of central nervous system (disorder),734065009,Embryonal tumors,PERMANENT,0.0011520737327188,No alternative treatments have been proved to cure brain tumors.,MAYO,0.0001932740626207,0.1677618863548511,PERMANENT,,,,,,,,
Embryonal neuroepithelial neoplasm of central nervous system (disorder),734065009,Embryonal tumors,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,"Radiosurgery is typically done in one treatment, and in most cases you can go home the same day.",MAYO,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Sleep apnea (disorder),73430006,Sleep apnea,PERMANENT,0.0011520737327188,"If you have heart disease, multiple episodes of low blood oxygen (hypoxia or hypoxemia) can lead to sudden death from an irregular heartbeat.",MAYO,0.0001932740626207,0.1677618863548511,PERMANENT,,,,,,,,
