snomedConcept,snomedDesConcept,snomedDesIdentifier,snomedIdentifier
Record artifact (record artifact),Minor urologic surgery inpatient care plan (record artifact),736362002,419891008
Record artifact (record artifact),Minor thoracic surgery inpatient care plan (record artifact),736361009,419891008
Record artifact (record artifact),Minor surgery inpatient care plan (record artifact),736359000,419891008
Record artifact (record artifact),Minor ophthalmic surgery inpatient care plan (record artifact),736358008,419891008
Record artifact (record artifact),Minor gynecology surgery inpatient care plan (record artifact),736357003,419891008
Record artifact (record artifact),Gynecology inpatient care plan (record artifact),736356007,419891008
Record artifact (record artifact),Gynecology bladder training inpatient care plan (record artifact),736355006,419891008
Record artifact (record artifact),Inpatient care plan (record artifact),736353004,419891008
Record artifact (record artifact),Cardiac surgery inpatient care plan (record artifact),736352009,419891008
Record artifact (record artifact),Breast surgery inpatient care plan (record artifact),736351002,419891008
Record artifact (record artifact),Ovarian hyperstimulation syndrome inpatient care plan (record artifact),736340002,419891008
Record artifact (record artifact),Orthopedic surgery inpatient care plan (record artifact),736339004,419891008
Record artifact (record artifact),Ophthalmic surgery inpatient care plan (record artifact),736338007,419891008
Record artifact (record artifact),Neurosurgery inpatient care plan (record artifact),736337002,419891008
Record artifact (record artifact),Miscarriage inpatient care plan (record artifact),736336006,419891008
Record artifact (record artifact),Transient ischemic attack clinical management plan (record artifact),736288002,419891008
Record artifact (record artifact),Hypothyroidism clinical management plan (record artifact),736287007,419891008
Record artifact (record artifact),Hypertension clinical management plan (record artifact),736286003,419891008
Record artifact (record artifact),Hyperlipidemia clinical management plan (record artifact),736285004,419891008
Record artifact (record artifact),Diabetes clinical management plan (record artifact),736284000,419891008
Record artifact (record artifact),Chronic obstructive pulmonary disease clinical management plan (record artifact),736283006,419891008
Record artifact (record artifact),Neonatal critical care plan (record artifact),736282001,419891008
Record artifact (record artifact),Outpatient care plan (record artifact),736271009,419891008
Record artifact (record artifact),Psychiatry care plan (record artifact),736254008,419891008
Record artifact (record artifact),Mental health crisis plan (record artifact),736253002,419891008
Record artifact (record artifact),Cancer care plan (record artifact),736252007,419891008
Record artifact (record artifact),Stroke care plan (record artifact),736251000,419891008
Record artifact (record artifact),Respite care plan (record artifact),736250004,419891008
Record artifact (record artifact),Radiotherapy care plan (record artifact),736249004,419891008
Record artifact (record artifact),Pain control care plan (record artifact),736248007,419891008
Record artifact (record artifact),Pediatric surgery inpatient care plan (record artifact),736246006,419891008
Record artifact (record artifact),Pediatric community complex care plan (record artifact),736245005,419891008
Record artifact (record artifact),Pediatric outpatient care plan (record artifact),736241001,419891008
Record artifact (record artifact),Pediatric inpatient care plan (record artifact),736235008,419891008
Record artifact (record artifact),Pediatric community care plan (record artifact),736234007,419891008
Record artifact (record artifact),Angina self management plan (record artifact),736059007,419891008
Record artifact (record artifact),Mental health personal health plan (record artifact),736058004,419891008
Record artifact (record artifact),Respiratory disorder inpatient care plan (record artifact),736057009,419891008
Record artifact (record artifact),Asthma clinical management plan (record artifact),736056000,419891008
Record artifact (record artifact),Rehabilitation care plan (record artifact),736055001,419891008
Record artifact (record artifact),Pressure ulcer care plan (record artifact),736054002,419891008
Record artifact (record artifact),Patient written birth plan (record artifact),735986004,419891008
Record artifact (record artifact),Diabetes self management plan (record artifact),735985000,419891008
Record artifact (record artifact),Heart failure self management plan (record artifact),735984001,419891008
Record artifact (record artifact),Vulnerable adult care plan (record artifact),735330008,419891008
Record artifact (record artifact),Vascular surgery inpatient care plan (record artifact),735329003,419891008
Record artifact (record artifact),Urological surgery inpatient care plan (record artifact),735328006,419891008
Record artifact (record artifact),Upper gastrointestinal tract endoscopy care plan (record artifact),735327001,419891008
Record artifact (record artifact),Upper gastrointestinal surgery inpatient care plan (record artifact),735326005,419891008
Record artifact (record artifact),Unplanned inpatient care plan (record artifact),735325009,419891008
Record artifact (record artifact),Treatment escalation plan (record artifact),735324008,419891008
Record artifact (record artifact),Thoracic surgery inpatient care plan (record artifact),735323002,419891008
Record artifact (record artifact),Termination of pregnancy inpatient care plan (record artifact),735322007,419891008
Record artifact (record artifact),Surgical inpatient care plan (record artifact),735321000,419891008
Record artifact (record artifact),Statement of adequacy of specimen (record artifact),735138005,419891008
Record artifact (record artifact),Care plan (record artifact),734163000,419891008
Record artifact (record artifact),Pathologist review (record artifact),726739006,419891008
Record artifact (record artifact),Cytology report (record artifact),726738003,419891008
Record artifact (record artifact),Comment on laboratory result (record artifact),726737008,419891008
Record artifact (record artifact),Interpretation of laboratory result (record artifact),726736004,419891008
Record artifact (record artifact),Pathology biopsy report (record artifact),726566009,419891008
Record artifact (record artifact),Ambulatory blood pressure monitoring report (record artifact),725956001,419891008
Record artifact (record artifact),Diagnostic coronary angiography report (record artifact),725870000,419891008
Record artifact (record artifact),Record of implantation of cardiac electronic device (record artifact),725869001,419891008
Record artifact (record artifact),Photographic image record (record artifact),723394009,419891008
Record artifact (record artifact),Treatment plan report (record artifact),722448004,419891008
Record artifact (record artifact),Confirmation of insurance coverage for treatment (record artifact),722447009,419891008
Record artifact (record artifact),Allergy record (record artifact),722446000,419891008
Record artifact (record artifact),Emergency medical identification record (record artifact),722216001,419891008
Record artifact (record artifact),Audit trail report (record artifact),722160009,419891008
Record artifact (record artifact),Infectious disease diagnostic study note (record artifact),722143004,419891008
Record artifact (record artifact),Radiology studies report (record artifact),722124004,419891008
Record artifact (record artifact),Conclusion interpretation document (record artifact),722091001,419891008
Record artifact (record artifact),Physical therapy consult note (record artifact),722052006,419891008
Record artifact (record artifact),Intensive care unit progress note (record artifact),722015006,419891008
Record artifact (record artifact),Cardiology hospital progress note (record artifact),722014005,419891008
Record artifact (record artifact),Diagnostic studies report (record artifact),721981007,419891008
Record artifact (record artifact),Cardiac catheterization report (record artifact),721968000,419891008
Record artifact (record artifact),Tissue pathology biopsy report (record artifact),721967005,419891008
Record artifact (record artifact),Pathology order (record artifact),721966001,419891008
Record artifact (record artifact),Laboratory order (record artifact),721965002,419891008
Record artifact (record artifact),Radiology order (record artifact),721964003,419891008
Record artifact (record artifact),Order (record artifact),721963009,419891008
Record artifact (record artifact),Referral note (record artifact),721927009,419891008
Record artifact (record artifact),Overall plan of care (record artifact),721924002,419891008
Record artifact (record artifact),Obstetrics and gynecology discharge summary (record artifact),721923008,419891008
Record artifact (record artifact),Nurse discharge concise summary (record artifact),721921005,419891008
Record artifact (record artifact),Nurse discharge summary (record artifact),721919000,419891008
Record artifact (record artifact),Physician discharge concise summary (record artifact),721917003,419891008
Record artifact (record artifact),Physician consulting initial evaluation note (record artifact),721916007,419891008
Record artifact (record artifact),Admission request document (record artifact),721915006,419891008
Record artifact (record artifact),Patient consent document (record artifact),721914005,419891008
Record artifact (record artifact),Privacy policy acknowledgment of electronic data usage (record artifact),721913004,419891008
Record artifact (record artifact),Medication summary document (record artifact),721912009,419891008
Record artifact (record artifact),Bone marrow pathology biopsy report (record artifact),721631001,419891008
Record artifact (record artifact),Wound care management note (record artifact),721599005,419891008
Record artifact (record artifact),Pulmonary function report (record artifact),720449003,419891008
Record artifact (record artifact),Mental health care plan (record artifact),718347000,419891008
Record artifact (record artifact),Implanted device maintenance report (record artifact),714340009,419891008
Record artifact (record artifact),Upper gastrointestinal tract endoscopy report (record artifact),714337009,419891008
Record artifact (record artifact),Lower gastrointestinal tract endoscopy report (record artifact),714335001,419891008
Record artifact (record artifact),Ecomap (record artifact),713042000,419891008
Record artifact (record artifact),Narrative comment section of imaging report (record artifact),703854006,419891008
Record artifact (record artifact),Narrative comment section of pathology report (record artifact),703853000,419891008
Record artifact (record artifact),Narrative comment section (record artifact),703852005,419891008
Record artifact (record artifact),Provider orders for life-sustaining treatment (record artifact),697978002,419891008
Record artifact (record artifact),Reason for discharge section (record artifact),449007006,419891008
Record artifact (record artifact),Brief operative note (record artifact),448826009,419891008
Record artifact (record artifact),E-mail report (record artifact),445678009,419891008
Record artifact (record artifact),Verbal report (record artifact),445674006,419891008
Record artifact (record artifact),Original report (record artifact),445673000,419891008
Record artifact (record artifact),Duplicate report (record artifact),445672005,419891008
Record artifact (record artifact),Telephoned report (record artifact),445668006,419891008
Record artifact (record artifact),Interim report (record artifact),445667001,419891008
Record artifact (record artifact),Faxed report (record artifact),445666005,419891008
Record artifact (record artifact),Final report (record artifact),445665009,419891008
Record artifact (record artifact),Amended report (record artifact),445664008,419891008
Record artifact (record artifact),Report by source format (record artifact),445645002,419891008
Record artifact (record artifact),Report with official legal status (record artifact),445616004,419891008
Record artifact (record artifact),Report by finality status (record artifact),445584004,419891008
Record artifact (record artifact),Report by copy status (record artifact),445572001,419891008
Record artifact (record artifact),Professional allied to medicine clinical report (record artifact),445418005,419891008
Record artifact (record artifact),Emergency department record (record artifact),445300006,419891008
Record artifact (record artifact),Correspondence section (record artifact),445046002,419891008
Record artifact (record artifact),Hospital outpatient progress report (record artifact),445042000,419891008
Record artifact (record artifact),Inpatient nursing record (record artifact),444950001,419891008
Record artifact (record artifact),Multidisciplinary care conference report (record artifact),444804000,419891008
Record artifact (record artifact),Hospital inpatient progress report (record artifact),444754002,419891008
Record artifact (record artifact),Report type (record artifact),444677008,419891008
Record artifact (record artifact),Birth certificate (record artifact),444561001,419891008
Record artifact (record artifact),Prescription record (record artifact),440545006,419891008
Record artifact (record artifact),Record extract (record artifact),425173008,419891008
Record artifact (record artifact),Physical exam section (record artifact),425044008,419891008
Record artifact (record artifact),Record entry (record artifact),424975005,419891008
Record artifact (record artifact),Assessment section (record artifact),424836000,419891008
Record artifact (record artifact),Record composition (record artifact),424545009,419891008
Record artifact (record artifact),Record organizer (record artifact),424396007,419891008
Record artifact (record artifact),Clinical document (record artifact),423876004,419891008
Record artifact (record artifact),Review of systems section (record artifact),423374008,419891008
Record artifact (record artifact),College of American Pathologists Cancer Checklist; Bone: Resection (record artifact),423372007,419891008
Record artifact (record artifact),College of American Pathologists Cancer Checklist; Bone: Biopsy (record artifact),423183009,419891008
Record artifact (record artifact),Plan section (record artifact),423134005,419891008
Record artifact (record artifact),Results section (record artifact),423100009,419891008
Record artifact (record artifact),Clinical statement entry (record artifact),423016009,419891008
Record artifact (record artifact),College of American Pathologists Cancer Checklist; Soft Tissue: Resection (record artifact),423000007,419891008
Record artifact (record artifact),Chief complaint section (record artifact),422843007,419891008
Record artifact (record artifact),College of American Pathologists Cancer Checklist; Soft Tissue: Biopsy (record artifact),422817006,419891008
Record artifact (record artifact),Document section (record artifact),422813005,419891008
Record artifact (record artifact),Summary clinical document (record artifact),422735006,419891008
Record artifact (record artifact),Battery entry (record artifact),422680004,419891008
Record artifact (record artifact),History of present illness section (record artifact),422625006,419891008
Record artifact (record artifact),Assessment AND plan section (record artifact),422563005,419891008
Record artifact (record artifact),Record document part (record artifact),422522004,419891008
Record artifact (record artifact),Family history section (record artifact),422432008,419891008
Record artifact (record artifact),College of American Pathologists Cancer Checklist; Appendix: Resection (record artifact),421870003,419891008
Record artifact (record artifact),"College of American Pathologists Cancer Checklist; Prostate Gland: Transurethral Prostatic Resection, Enucleation Specimen (record artifact)",421714007,419891008
Record artifact (record artifact),College of American Pathologists Cancer Checklist; Prostate Gland: Needle Biopsy (record artifact),421411003,419891008
Record artifact (record artifact),Record artifact (record artifact),419891008,419891008
Record artifact (record artifact),Record of health event (record artifact),417319006,419891008
Record artifact (record artifact),Dictated operative report (record artifact),417185000,419891008
Record artifact (record artifact),Nursing intraoperative record (record artifact),417037004,419891008
Record artifact (record artifact),Surgical intraoperative record (record artifact),416868005,419891008
Record artifact (record artifact),Anesthesia record (record artifact),416779005,419891008
Record artifact (record artifact),Written operative report (record artifact),416700005,419891008
Record artifact (record artifact),Perfusion record (record artifact),416663004,419891008
Record artifact (record artifact),Intraoperative record (record artifact),416657008,419891008
Record artifact (record artifact),Perioperative record (record artifact),416575001,419891008
Record artifact (record artifact),Cancer shared care medication card (record artifact),416358008,419891008
Record artifact (record artifact),Post-anesthesia care unit record (record artifact),416253002,419891008
Record artifact (record artifact),College of American Pathologists Cancer Checklist; Primitive Neuroectodermal Tumor / Ewing Sarcoma: Resection (record artifact),409740006,419891008
Record artifact (record artifact),College of American Pathologists Cancer Checklist; Neuroblastoma: Resection (record artifact),409713006,419891008
Record artifact (record artifact),Patient held cardiac record issued (record artifact),408406000,419891008
Record artifact (record artifact),Patient held diabetic record issued (record artifact),408405001,419891008
Record artifact (record artifact),Patient held record (record artifact),408403008,419891008
Record artifact (record artifact),Summary of needs (record artifact),406550009,419891008
Record artifact (record artifact),College of American Pathologists Cancer Checklist; Kidney: Resection for Wilms Tumor (record artifact),406081007,419891008
Record artifact (record artifact),"College of American Pathologists Cancer Checklist; Rhabdomyosarcoma and Related Neoplasms: Excision, Local or Wide; Compartmentectomy; Excision, Radical; Amputation; Other (record artifact)",406080008,419891008
Record artifact (record artifact),College of American Pathologists Cancer Checklist; Carcinoma of the Skin: Resection (record artifact),406079005,419891008
Record artifact (record artifact),"College of American Pathologists Cancer Checklist; Retinoblastoma: Enucleation, Partial or Complete Exenteration (record artifact)",406078002,419891008
Record artifact (record artifact),College of American Pathologists Cancer Checklist; Prostate Gland: Radical Prostatectomy (record artifact),406077007,419891008
Record artifact (record artifact),"College of American Pathologists Cancer Checklist; Prostate Gland: Needle Biopsy, Transurethral Prostatic Resection, Enucleation Specimen (record artifact)",406076003,419891008
Record artifact (record artifact),College of American Pathologists Cancer Checklist; Peritoneum: Resection (record artifact),406075004,419891008
Record artifact (record artifact),College of American Pathologists Cancer Checklist; Pancreas (Exocrine): Resection (record artifact),406074000,419891008
Record artifact (record artifact),"College of American Pathologists Cancer Checklist; Pancreas (Endocrine): Excisional Biopsy (Enucleation), Resection (record artifact)",406073006,419891008
Record artifact (record artifact),"College of American Pathologists Cancer Checklist; Ovary: Oophorectomy, Salpingo-oophorectomy, Subtotal Oophorectomy or Removal of Tumor in Fragments, Hysterectomy with Salpingo-oophorectomy (record artifact)",406070009,419891008
Record artifact (record artifact),"College of American Pathologists Cancer Checklist; Non-Hodgkin Lymphoma: Biopsy, Resection (record artifact)",406069008,419891008
Record artifact (record artifact),College of American Pathologists Cancer Checklist; Lung: Resection (record artifact),406068000,419891008
Record artifact (record artifact),College of American Pathologists Cancer Checklist; Lung: Biopsy (record artifact),406067005,419891008
Record artifact (record artifact),College of American Pathologists Cancer Checklist; Liver: Resection (record artifact),406066001,419891008
Record artifact (record artifact),"College of American Pathologists Cancer Checklist; Kidney: Nephrectomy, Partial or Radical (record artifact)",406065002,419891008
Record artifact (record artifact),College of American Pathologists Cancer Checklist; Kidney: Biopsy (record artifact),406064003,419891008
Record artifact (record artifact),College of American Pathologists Cancer Checklist; Hodgkin Lymphoma: Biopsy/Staging Procedure (record artifact),406063009,419891008
Record artifact (record artifact),College of American Pathologists Cancer Checklist; Heart: Resection (record artifact),406062004,419891008
Record artifact (record artifact),College of American Pathologists Cancer Checklist; Gastrointestinal Lymphoma: Resection (record artifact),406061006,419891008
Record artifact (record artifact),College of American Pathologists Cancer Checklist; Gallbladder: Resection/Cholecystectomy (record artifact),406060007,419891008
Record artifact (record artifact),"College of American Pathologists Cancer Checklist; Fallopian Tube: Unilateral Salpingectomy, Salpingo-oophorectomy, or Hysterectomy with Salpingo-oophorectomy (record artifact)",406059002,419891008
Record artifact (record artifact),College of American Pathologists Cancer Checklist; Melanoma of the Skin: Excision; Re-Excision (record artifact),406058005,419891008
Record artifact (record artifact),"College of American Pathologists Cancer Checklist; Small Intestine: Polypectomy, Segmental Resection, Pancreaticoduodenectomy, Partial or Complete, With or Without Partial Gastrectomy (Whipple Resection) (record artifact)",406057000,419891008
Record artifact (record artifact),College of American Pathologists Cancer Checklist; Stomach: Resection (record artifact),406056009,419891008
Record artifact (record artifact),College of American Pathologists Cancer Checklist; Stomach: Biopsy (record artifact),406055008,419891008
Record artifact (record artifact),College of American Pathologists Cancer Checklist; Testis: Retroperitoneal Lymphadenectomy (record artifact),406054007,419891008
Record artifact (record artifact),College of American Pathologists Cancer Checklist; Testis: Radical Orchiectomy (record artifact),406053001,419891008
Record artifact (record artifact),College of American Pathologists Cancer Checklist; Pleura/Pericardium: Biopsy (record artifact),406052006,419891008
Record artifact (record artifact),College of American Pathologists Cancer Checklist; Pleura/Pericardium: Resection (record artifact),406051004,419891008
Record artifact (record artifact),"College of American Pathologists Cancer Checklist; Thymoma and Thymic Carcinoma: Thymectomy, Other Procedure (record artifact)",406050003,419891008
Record artifact (record artifact),College of American Pathologists Cancer Checklist; Thymoma and Thymic Carcinoma: Biopsy (record artifact),406049003,419891008
Record artifact (record artifact),College of American Pathologists Cancer Checklist; Thyroid: Resection (record artifact),406048006,419891008
Record artifact (record artifact),College of American Pathologists Cancer Checklist; Trophoblast: Dilation and Curettage/Resection (record artifact),406047001,419891008
Record artifact (record artifact),College of American Pathologists Cancer Checklist; Major Salivary Glands: Resection (record artifact),406046005,419891008
Record artifact (record artifact),College of American Pathologists Cancer Checklist; Upper Aerodigestive Tract and Minor Salivary Glands: Incisional and Excisional Biopsy/Resection (record artifact),406045009,419891008
Record artifact (record artifact),"College of American Pathologists Cancer Checklist; Uterine Cervix: Colpectomy, Hysterectomy, Pelvic Exenteration (record artifact)",406044008,419891008
Record artifact (record artifact),College of American Pathologists Cancer Checklist; Uterine Cervix: Cone Biopsy (record artifact),406043002,419891008
Record artifact (record artifact),"College of American Pathologists Cancer Checklist; Vagina: Excisional Biopsy, Resection (record artifact)",406042007,419891008
Record artifact (record artifact),College of American Pathologists Cancer Checklist; Vagina: Biopsy (record artifact),406041000,419891008
Record artifact (record artifact),College of American Pathologists Cancer Checklist; Vulva: Excisional Biopsy/Resection (record artifact),406040004,419891008
Record artifact (record artifact),College of American Pathologists Cancer Checklist; Uveal Melanoma: Resection (record artifact),406039001,419891008
Record artifact (record artifact),College of American Pathologists Cancer Checklist; Extrahepatic Bile Ducts: Resection (record artifact),406038009,419891008
Record artifact (record artifact),College of American Pathologists Cancer Checklist; Esophagus: Resection (record artifact),406037004,419891008
Record artifact (record artifact),College of American Pathologists Cancer Checklist; Esophagus: Biopsy (record artifact),406036008,419891008
Record artifact (record artifact),"College of American Pathologists Cancer Checklist; Endometrium: Hysterectomy, With or Without Other Organs or Tissues (record artifact)",406035007,419891008
Record artifact (record artifact),College of American Pathologists Cancer Checklist; Endometrium: Biopsy (record artifact),406034006,419891008
Record artifact (record artifact),College of American Pathologists Cancer Checklist; Colon and Rectum: Resection (record artifact),406033000,419891008
Record artifact (record artifact),College of American Pathologists Cancer Checklist; Rectum: Local Excision (Transanal Disk Excision) (record artifact),406032005,419891008
Record artifact (record artifact),College of American Pathologists Cancer Checklist; Colon and Rectum: Excisional Biopsy (Polypectomy) (record artifact),406031003,419891008
Record artifact (record artifact),"College of American Pathologists Cancer Checklist; Breast: Excision Less Than Total Mastectomy (Includes Wire-Guided Localization Excisions); Total Mastectomy, Modified Radical Mastectomy, Radical Mastectomy (record artifact)",406030002,419891008
Record artifact (record artifact),College of American Pathologists Cancer Checklist; Brain/Spinal Cord: Biopsy/Resection (record artifact),406029007,419891008
Record artifact (record artifact),"College of American Pathologists Cancer Checklist; Bone Marrow: Blood Film, Aspirate, Cell Block, Trephine Biopsy, Touch Imprint (record artifact)",406028004,419891008
Record artifact (record artifact),College of American Pathologists Cancer Checklist; Ureter: Resection (record artifact),406027009,419891008
Record artifact (record artifact),"College of American Pathologists Cancer Checklist; Renal pelvis: Resection/Nephroureterectomy, Partial or Complete (record artifact)",406026000,419891008
Record artifact (record artifact),"College of American Pathologists Cancer Checklist; Urinary bladder: Cystectomy, Partial, Total, or Radical; Anterior Exenteration (record artifact)",406025001,419891008
Record artifact (record artifact),"College of American Pathologists Cancer Checklist; Urinary bladder, Ureter, Renal Pelvis: Biopsy (record artifact)",406024002,419891008
Record artifact (record artifact),College of American Pathologists Cancer Checklist; Anus: Resection (record artifact),406023008,419891008
Record artifact (record artifact),College of American Pathologists Cancer Checklist; Anus: Local Excision (Transanal Disk Excision) (record artifact),406022003,419891008
Record artifact (record artifact),College of American Pathologists Cancer Checklist; Anus: Excisional Biopsy (record artifact),406021005,419891008
Record artifact (record artifact),College of American Pathologists Cancer Checklist; Ampulla of Vater: Pancreaticoduodenectomy (record artifact),406020006,419891008
Record artifact (record artifact),College of American Pathologists Cancer Checklist; Ampulla of Vater: Ampullectomy (record artifact),406019000,419891008
Record artifact (record artifact),College of American Pathologists Cancer Checklist; Adrenal gland: Resection (record artifact),406018008,419891008
Record artifact (record artifact),Administrative documentation (record artifact),405624007,419891008
Record artifact (record artifact),Statement of needs (record artifact),404187006,419891008
Record artifact (record artifact),Adult echocardiography procedure report (record artifact),399345000,419891008
Record artifact (record artifact),Relief note (record artifact),398097006,419891008
Record artifact (record artifact),Regulatory notes (record artifact),398007000,419891008
Record artifact (record artifact),Discharge summary (record artifact),373942005,419891008
Record artifact (record artifact),Educational visit report (record artifact),371546007,419891008
Record artifact (record artifact),Confirmatory consultation report (record artifact),371545006,419891008
Record artifact (record artifact),Targeted history and physical report (record artifact),371544005,419891008
Record artifact (record artifact),Comprehensive history and physical report (record artifact),371543004,419891008
Record artifact (record artifact),Admission history and physical report (record artifact),371542009,419891008
Record artifact (record artifact),Provider comment report (record artifact),371541002,419891008
Record artifact (record artifact),Supervising physician report (record artifact),371540001,419891008
Record artifact (record artifact),Conference report (record artifact),371539003,419891008
Record artifact (record artifact),Advance directive report (record artifact),371538006,419891008
Record artifact (record artifact),Consent report (record artifact),371537001,419891008
Record artifact (record artifact),Flow sheet report (record artifact),371536005,419891008
Record artifact (record artifact),Transfer summary report (record artifact),371535009,419891008
Record artifact (record artifact),Summary report (record artifact),371534008,419891008
Record artifact (record artifact),Progress report (record artifact),371532007,419891008
Record artifact (record artifact),Report of clinical encounter (record artifact),371531000,419891008
Record artifact (record artifact),Clinical consultation report (record artifact),371530004,419891008
Record artifact (record artifact),History and physical report (record artifact),371529009,419891008
Record artifact (record artifact),Pathology report (record artifact),371528001,419891008
Record artifact (record artifact),Radiology report (record artifact),371527006,419891008
Record artifact (record artifact),Operative report (record artifact),371526002,419891008
Record artifact (record artifact),Clinical procedure report (record artifact),371525003,419891008
Record artifact (record artifact),Clinical report (record artifact),371524004,419891008
Record artifact (record artifact),Heartsave card (record artifact),315012009,419891008
Record artifact (record artifact),Adoption - birth history report (record artifact),313277003,419891008
Record artifact (record artifact),Housing report (record artifact),310854009,419891008
Record artifact (record artifact),Report to Drug Safety Research Unit (record artifact),310601008,419891008
Record artifact (record artifact),Cremation certificate (record artifact),310334003,419891008
Record artifact (record artifact),Certificate (record artifact),308707006,419891008
Record artifact (record artifact),RM10-DHSS DMO report (record artifact),308621001,419891008
Record artifact (record artifact),War pensions report (record artifact),308619006,419891008
Record artifact (record artifact),British Association for Adoption and Fostering D-child 2+yrs report (record artifact),308589009,419891008
Record artifact (record artifact),British Association for Adoption and Fostering C infant report (record artifact),308588001,419891008
Record artifact (record artifact),DS 1500 report (record artifact),308585003,419891008
Record artifact (record artifact),DLA 370 report (record artifact),308584004,419891008
Record artifact (record artifact),Employment report (record artifact),308575004,419891008
Record artifact (record artifact),Police surgeon postmortem report (record artifact),308376004,419891008
Record artifact (record artifact),Report for Procurator-Fiscal (record artifact),308375000,419891008
Record artifact (record artifact),Death certificate (record artifact),307930005,419891008
Record artifact (record artifact),DSS RMO RM2 report (record artifact),307881004,419891008
Record artifact (record artifact),Record type (record artifact),307851007,419891008
Record artifact (record artifact),Administrative form (record artifact),304784009,419891008
Record artifact (record artifact),Prescription exemption certificate (record artifact),275670009,419891008
Record artifact (record artifact),"Stat B,C and F cremation certs (record artifact)",275656009,419891008
Record artifact (record artifact),British Association for Adoption and Fostering B1/2 - adoption: birth history (record artifact),271531001,419891008
Record artifact (record artifact),Solicitors report (record artifact),271452006,419891008
Record artifact (record artifact),Curator bonis certificate (record artifact),270865003,419891008
Record artifact (record artifact),Disabled drivers orange badge (record artifact),270840000,419891008
Record artifact (record artifact),Court of protection certificate (record artifact),270411005,419891008
Record artifact (record artifact),British Association for Adoption and Fostering Adult 1/2 - adoption: applicant report (record artifact),270390008,419891008
Record artifact (record artifact),Mobility allowance claim representative (record artifact),270389004,419891008
Record artifact (record artifact),Disabled driver orange badge report (record artifact),270372007,419891008
Record artifact (record artifact),Driving license fitness report (record artifact),270370004,419891008
Record artifact (record artifact),Life assurance - preliminary report (record artifact),270358003,419891008
Record artifact (record artifact),Postmortem report (record artifact),270116006,419891008
Record artifact (record artifact),Coroner's postmortem report (record artifact),270107007,419891008
Record artifact (record artifact),Report for Coroner (record artifact),270102001,419891008
Record artifact (record artifact),Medical certificate of still-birth (record artifact),270101008,419891008
Record artifact (record artifact),Report (record artifact),229059009,419891008
Record artifact (record artifact),Power of attorney medical report (record artifact),186065003,419891008
Record artifact (record artifact),British Association for Adoption and Fostering (BAAF) D-child 2+yrs rep sent (record artifact),185078009,419891008
Record artifact (record artifact),British Association for Adoption and Fostering C/D-adopt:child report (record artifact),185076008,419891008
Record artifact (record artifact),Report to benefits agency (record artifact),185014001,419891008
Record artifact (record artifact),Disabled registration application - full report (record artifact),184882003,419891008
Record artifact (record artifact),Disabled registration application - minimal report (record artifact),184881005,419891008
Record artifact (record artifact),Application to register disabled report (record artifact),184880006,419891008
Record artifact (record artifact),Social security claim report (record artifact),184873009,419891008
Record artifact (record artifact),Insurance report - travel cancelation (record artifact),184850001,419891008
Record artifact (record artifact),Special activities med report (record artifact),184823006,419891008
Record artifact (record artifact),Local authority employee - report (record artifact),184816005,419891008
Record artifact (record artifact),Government department employee - report only (record artifact),184813002,419891008
Record artifact (record artifact),Employment report - no examination (record artifact),184809009,419891008
Record artifact (record artifact),Shotgun application certificate (record artifact),184755000,419891008
Record artifact (record artifact),Kick chart (record artifact),184247006,419891008
Record artifact (record artifact),Obstetric co-op card duplicate (record artifact),184244004,419891008
Record artifact (record artifact),Obstetric co-op card (record artifact),184241007,419891008
Record artifact (record artifact),Repeat prescription card (record artifact),184235000,419891008
Record artifact (record artifact),Family record folder (record artifact),184234001,419891008
Record artifact (record artifact),Computer record print (record artifact),184232002,419891008
Record artifact (record artifact),Computer record of patient (record artifact),184225006,419891008
Record artifact (record artifact),Age-sex card record (record artifact),184224005,419891008
Record artifact (record artifact),Patient record type (record artifact),184216000,419891008
Record artifact (record artifact),Statement of special educational needs (record artifact),134188003,419891008
Referral to clinic (procedure),Referral to hospital diabetes antenatal clinic (procedure),770811007,183851006
Referral to clinic (procedure),Referral to community diabetes antenatal clinic (procedure),770789008,183851006
Referral to clinic (procedure),Referral to atrial fibrillation clinic (procedure),758600000,183851006
Referral to clinic (procedure),Referral to respiratory clinic (procedure),736086007,183851006
Referral to clinic (procedure),Referral to breastfeeding education class during prenatal period (procedure),710916001,183851006
Referral to clinic (procedure),Referral to transient ischemic attack clinic (procedure),705146005,183851006
Referral to clinic (procedure),Referral to erectile dysfunction clinic (procedure),704048004,183851006
Referral to clinic (procedure),Referral to hematuria clinic (procedure),700432001,183851006
Referral to clinic (procedure),Referral to sleep apnea clinic (procedure),698560000,183851006
Referral to clinic (procedure),Referral to tropical medicine clinic (procedure),698559005,183851006
Referral to clinic (procedure),Referral to infectious disease clinic (procedure),442135008,183851006
Referral to clinic (procedure),Referral to sleep clinic (procedure),438517001,183851006
Referral to clinic (procedure),Referral to deep vein thrombosis clinic (procedure),431883007,183851006
Referral to clinic (procedure),Referral to enuresis clinic (procedure),428574006,183851006
Referral to clinic (procedure),Referral to minor ailments clinic (procedure),416977004,183851006
Referral to clinic (procedure),Referral to vasectomy clinic (procedure),416457004,183851006
Referral to clinic (procedure),Referral to rheumatology clinic (procedure),415279002,183851006
Referral to clinic (procedure),Referral to psychosexual clinic (procedure),415278005,183851006
Referral to clinic (procedure),Referral to memory clinic (procedure),415276009,183851006
