snomedConcept,snomedIdentifier,descendantId,descendantConcept,propagation,coverage
Joint pain (finding),57676002,240271006,Persistent prosthetic joint pain (disorder),21,21
Joint pain (finding),57676002,202489000,Tibiofibular joint pain (finding),21,21
Joint pain (finding),57676002,202482009,Wrist joint pain (finding),21,21
Joint pain (finding),57676002,202480001,Elbow joint pain (finding),21,21
Joint pain (finding),57676002,202479004,Acromioclavicular joint pain (finding),21,21
Joint pain (finding),57676002,202478007,Sternoclavicular joint pain (finding),21,21
Joint pain (finding),57676002,202472008,Hand joint pain (finding),21,21
Joint pain (finding),57676002,91943004,Arthralgia of temporomandibular joint (disorder),21,21
Joint pain (finding),57676002,57676002,Joint pain (finding),21,21
Joint pain (finding),57676002,49218002,Hip pain (finding),21,21
Joint pain (finding),57676002,35678005,Multiple joint pain (finding),21,21
Sphingomyelin/cholesterol lipidosis (disorder),58459009,66751000,"Niemann-Pick disease, type C (disorder)",5,5
Sphingomyelin/cholesterol lipidosis (disorder),58459009,58459009,Sphingomyelin/cholesterol lipidosis (disorder),5,5
Sphingomyelin/cholesterol lipidosis (disorder),58459009,52165006,"Niemann-Pick disease, type A (disorder)",5,5
Sphingomyelin/cholesterol lipidosis (disorder),58459009,39390005,"Niemann-Pick disease, type B (disorder)",5,5
Sphingomyelin/cholesterol lipidosis (disorder),58459009,18927009,"Niemann-Pick disease, type D (disorder)",5,5
Primary immune deficiency disorder (disorder),58606001,818950005,Blau syndrome (disorder),32,32
Primary immune deficiency disorder (disorder),58606001,784339002,Deficiency of interleukin 36 receptor antagonist (disorder),32,32
Primary immune deficiency disorder (disorder),58606001,783245001,Primary immunodeficiency with post-measles-mumps-rubella vaccine viral infection (disorder),32,32
Primary immune deficiency disorder (disorder),58606001,778045003,Susceptibility to viral and mycobacterial infection (disorder),32,32
Primary immune deficiency disorder (disorder),58606001,778028008,Immunodeficiency due to CD25 deficiency (disorder),32,32
Primary immune deficiency disorder (disorder),58606001,773702002,Sterile multifocal osteomyelitis with periostitis and pustulosis (disorder),32,32
Primary immune deficiency disorder (disorder),58606001,773664005,"Deficiency in anterior pituitary function, variable immunodeficiency syndrome (disorder)",32,32
Primary immune deficiency disorder (disorder),58606001,773662009,Neonatal inflammatory skin and bowel disease (disorder),32,32
Primary immune deficiency disorder (disorder),58606001,773646003,Phospholipase C gamma 2 associated antibody deficiency and immune dysregulation (disorder),32,32
Primary immune deficiency disorder (disorder),58606001,770785002,T-cell immunodeficiency due to ras homolog family member H deficiency (disorder),32,32
Primary immune deficiency disorder (disorder),58606001,770687001,Vasculitis due to adenosine deaminase 2 deficiency (disorder),32,32
Primary immune deficiency disorder (disorder),58606001,768560008,Melanoma differentiation-associated gene 5 deficiency (disorder),32,32
Primary immune deficiency disorder (disorder),58606001,721903007,"Microcephaly, hypogammaglobulinemia, abnormal immunity syndrome (disorder)",32,32
Primary immune deficiency disorder (disorder),58606001,711480000,Activated PI3K-delta syndrome (disorder),32,32
Primary immune deficiency disorder (disorder),58606001,703540008,"Chronic recurrent multifocal osteomyelitis, congenital dyserythropoietic anemia and neutrophilic dermatosis (disorder)",32,32
Primary immune deficiency disorder (disorder),58606001,703538003,Mannose-binding lectin deficiency (disorder),32,32
Primary immune deficiency disorder (disorder),58606001,702444009,Autoimmune lymphoproliferative syndrome (disorder),32,32
Primary immune deficiency disorder (disorder),58606001,449853003,Interleukin-12 deficiency (disorder),32,32
Primary immune deficiency disorder (disorder),58606001,442459007,Combined immunodeficiency disease (disorder),32,32
Primary immune deficiency disorder (disorder),58606001,417167007,Immunoglobulin deficiency (disorder),32,32
Primary immune deficiency disorder (disorder),58606001,234632005,Immunodeficiency associated with chromosomal abnormality (disorder),32,32
Primary immune deficiency disorder (disorder),58606001,234631003,Immunodeficiency with major anomalies (disorder),32,32
Primary immune deficiency disorder (disorder),58606001,234584007,Tuftsin deficiency (disorder),32,32
Primary immune deficiency disorder (disorder),58606001,234573000,Phagocytic cell defect (disorder),32,32
Primary immune deficiency disorder (disorder),58606001,234564008,Primary immunoglobulin catabolism abnormality (disorder),32,32
Primary immune deficiency disorder (disorder),58606001,234556002,Specific antibody deficiency (disorder),32,32
Primary immune deficiency disorder (disorder),58606001,234553005,Immunoglobulin-associated molecule deficiency (disorder),32,32
Primary immune deficiency disorder (disorder),58606001,234543009,Immunoglobulin light chain deficiency (disorder),32,32
Primary immune deficiency disorder (disorder),58606001,234539005,Immunoglobulin heavy chain deficiency (disorder),32,32
Primary immune deficiency disorder (disorder),58606001,77121009,X-linked lymphoproliferative syndrome (disorder),32,32
Primary immune deficiency disorder (disorder),58606001,58606001,Primary immune deficiency disorder (disorder),32,32
Primary immune deficiency disorder (disorder),58606001,24419001,Disorder of complement (disorder),32,32
Muscle twitch (finding),60238002,60238002,Muscle twitch (finding),1,1
Movement disorder (disorder),60342002,90011000119105,Organic sleep related movement disorder (disorder),32,32
Movement disorder (disorder),60342002,787174003,"Intellectual disability, hyperkinetic movement, truncal ataxia syndrome (disorder)",32,32
Movement disorder (disorder),60342002,785726009,Hyperekplexia epilepsy syndrome (disorder),32,32
Movement disorder (disorder),60342002,763352005,Familial dyskinesia and facial myokymia (disorder),32,32
Movement disorder (disorder),60342002,763127004,Benign paroxysmal tonic upgaze of childhood with ataxia (disorder),32,32
Movement disorder (disorder),60342002,762300000,Movement disorder due to toxicity of substance (disorder),32,32
Movement disorder (disorder),60342002,722970007,Tremor due to substance abuse (disorder),32,32
Movement disorder (disorder),60342002,722969006,Tremor due to metabolic disorder (disorder),32,32
Movement disorder (disorder),60342002,722968003,Acquired ataxia (disorder),32,32
Movement disorder (disorder),60342002,722967008,Ataxia due to mitochondrial mutations (disorder),32,32
Movement disorder (disorder),60342002,718362003,Functional movement disorder (disorder),32,32
Movement disorder (disorder),60342002,718103001,Hereditary geniospasm (disorder),32,32
Movement disorder (disorder),60342002,716771000,Chronic hiccup (disorder),32,32
Movement disorder (disorder),60342002,715902009,Primary orthostatic tremor (disorder),32,32
Movement disorder (disorder),60342002,715627004,Primary progressive freezing gait syndrome (disorder),32,32
Movement disorder (disorder),60342002,702429008,Frontotemporal dementia with parkinsonism-17 (disorder),32,32
Movement disorder (disorder),60342002,702423009,Deafness-dystonia-optic neuronopathy syndrome (disorder),32,32
Movement disorder (disorder),60342002,609558009,Essential tremor (disorder),32,32
Movement disorder (disorder),60342002,446995005,Shuddering attacks (disorder),32,32
Movement disorder (disorder),60342002,428668000,Apraxia due to cerebrovascular accident (disorder),32,32
Movement disorder (disorder),60342002,426592006,Ballism (disorder),32,32
Movement disorder (disorder),60342002,229694001,Oral dyskinesia (disorder),32,32
Movement disorder (disorder),60342002,229247004,Mirror movements (disorder),32,32
Movement disorder (disorder),60342002,127324008,Myoclonic disorder (disorder),32,32
Movement disorder (disorder),60342002,89601008,Tic of organic origin (disorder),32,32
Movement disorder (disorder),60342002,83304000,Dubini's chorea (disorder),32,32
Movement disorder (disorder),60342002,76349003,Extrapyramidal disease (disorder),32,32
Movement disorder (disorder),60342002,69233001,Paradoxical facial movements (disorder),32,32
Movement disorder (disorder),60342002,60342002,Movement disorder (disorder),32,32
Movement disorder (disorder),60342002,47362003,Medication-induced movement disorder (disorder),32,32
Movement disorder (disorder),60342002,39960009,Grimaces (disorder),32,32
Movement disorder (disorder),60342002,568005,Tic disorder (disorder),32,32
Foot-drop (finding),6077001,735601009,Acquired foot drop (finding),2,2
Foot-drop (finding),6077001,6077001,Foot-drop (finding),2,2
Female sterilization (procedure),60890002,60890002,Female sterilization (procedure),2,2
Female sterilization (procedure),60890002,16226000,Laparoscopic female sterilization (procedure),2,2
Allergic disposition (finding),609328004,6071000119100,Upper respiratory tract allergy (finding),8,8
Allergic disposition (finding),609328004,863903001,Allergy to component of vaccine product (finding),8,8
Allergic disposition (finding),609328004,609328004,Allergic disposition (finding),8,8
Allergic disposition (finding),609328004,444316004,Seasonal allergy (finding),8,8
Allergic disposition (finding),609328004,426232007,Environmental allergy (finding),8,8
Allergic disposition (finding),609328004,419199007,Allergy to substance (finding),8,8
Allergic disposition (finding),609328004,294854007,Allergy to albumin solution (finding),8,8
Allergic disposition (finding),609328004,294645006,Allergy to component of vaccine product containing only Bordetella pertussis and Clostridium tetani and Corynebacterium diphtheriae antigens (finding),8,8
Essential tremor (disorder),609558009,609559001,Hereditary essential tremor (disorder),2,2
Essential tremor (disorder),609558009,609558009,Essential tremor (disorder),2,2
Pins and needles (finding),62507009,62507009,Pins and needles (finding),1,1
Osteoporosis (disorder),64859006,897308007,Chronic kidney disease with osteoporosis (disorder),13,13
Osteoporosis (disorder),64859006,703264005,Secondary osteoporosis (disorder),13,13
Osteoporosis (disorder),64859006,699528002,Transient osteoporosis (disorder),13,13
Osteoporosis (disorder),64859006,443165006,Pathological fracture due to osteoporosis (disorder),13,13
Osteoporosis (disorder),64859006,281387004,Regional osteoporosis (disorder),13,13
Osteoporosis (disorder),64859006,276661002,Primary osteoporosis (disorder),13,13
Osteoporosis (disorder),64859006,203438009,Vertebral osteoporosis (disorder),13,13
Osteoporosis (disorder),64859006,203437004,Osteoporosis in endocrine disorders (disorder),13,13
Osteoporosis (disorder),64859006,109346000,Osteoporotic bone marrow defect (disorder),13,13
Osteoporosis (disorder),64859006,64859006,Osteoporosis (disorder),13,13
Osteoporosis (disorder),64859006,53174001,Disuse osteoporosis (disorder),13,13
Osteoporosis (disorder),64859006,15743005,Posttraumatic osteoporosis (disorder),13,13
Osteoporosis (disorder),64859006,3345002,Idiopathic osteoporosis (disorder),13,13
Polymyalgia rheumatica (disorder),65323003,239938009,Giant cell arteritis with polymyalgia rheumatica (disorder),2,2
Polymyalgia rheumatica (disorder),65323003,65323003,Polymyalgia rheumatica (disorder),2,2
Hiccoughs (finding),65958008,716771000,Chronic hiccup (disorder),2,2
Hiccoughs (finding),65958008,65958008,Hiccoughs (finding),2,2
Postmyocardial infarction syndrome (disorder),66189004,233885007,Post-infarction pericarditis (disorder),2,2
Postmyocardial infarction syndrome (disorder),66189004,66189004,Postmyocardial infarction syndrome (disorder),2,2
Chronic cough (finding),68154008,68154008,Chronic cough (finding),1,1
Anal pain (finding),68653001,302770003,Tenesmus - anal (finding),5,5
Anal pain (finding),68653001,275314000,Anal stump pain (finding),5,5
Anal pain (finding),68653001,68653001,Anal pain (finding),5,5
Anal pain (finding),68653001,62647006,Painful spasm of anus (disorder),5,5
Anal pain (finding),68653001,35074008,Chronic idiopathic anal pain (disorder),5,5
Dyspraxia (finding),6950007,424429009,Gait dyspraxia (finding),4,4
Dyspraxia (finding),6950007,229704003,Acquired choreiform dyspraxia (disorder),4,4
Dyspraxia (finding),6950007,102561001,Dyspraxia of arm (finding),4,4
Dyspraxia (finding),6950007,6950007,Dyspraxia (finding),4,4
Acid reflux (finding),698065002,698065002,Acid reflux (finding),1,1
Cardiac arrhythmia (disorder),698247007,10743741000119103,Cardiac arrhythmia in mother complicating childbirth (disorder),33,33
Cardiac arrhythmia (disorder),698247007,10701000087104,Arrhythmia during surgery (disorder),33,33
Cardiac arrhythmia (disorder),698247007,723860000,Arrhythmia due to and following acute myocardial infarction (disorder),33,33
Cardiac arrhythmia (disorder),698247007,721010003,Heart-hand syndrome type 2 (disorder),33,33
Cardiac arrhythmia (disorder),698247007,698271000,Cardiac channelopathy (disorder),33,33
Cardiac arrhythmia (disorder),698247007,698270004,Cardiac arrhythmia associated with genetic disorder (disorder),33,33
Cardiac arrhythmia (disorder),698247007,698247007,Cardiac arrhythmia (disorder),33,33
Cardiac arrhythmia (disorder),698247007,472810005,Arrhythmia due to vegetation of infective endocarditis (disorder),33,33
Cardiac arrhythmia (disorder),698247007,442559009,Bundle branch reentrant ventricular tachycardia (disorder),33,33
Cardiac arrhythmia (disorder),698247007,421869004,Bradyarrhythmia (disorder),33,33
Cardiac arrhythmia (disorder),698247007,410429000,Cardiac arrest (disorder),33,33
Cardiac arrhythmia (disorder),698247007,276513001,Neonatal dysrhythmia (disorder),33,33
Cardiac arrhythmia (disorder),698247007,276512006,Fetal dysrhythmia (disorder),33,33
Cardiac arrhythmia (disorder),698247007,251187003,Atrial escape complex (disorder),33,33
Cardiac arrhythmia (disorder),698247007,251186007,Ventricular escape complex (disorder),33,33
Cardiac arrhythmia (disorder),698247007,251183004,Aberrantly conducted complex (disorder),33,33
Cardiac arrhythmia (disorder),698247007,251167004,Aberrant premature complexes (disorder),33,33
Cardiac arrhythmia (disorder),698247007,129575004,Pacemaker twiddler's syndrome (disorder),33,33
Cardiac arrhythmia (disorder),698247007,72654001,Supraventricular arrhythmia (disorder),33,33
Cardiac arrhythmia (disorder),698247007,71792006,Nodal rhythm disorder (disorder),33,33
Cardiac arrhythmia (disorder),698247007,50799005,Atrioventricular dissociation (disorder),33,33
Cardiac arrhythmia (disorder),698247007,46220003,Tic-tac rhythm (disorder),33,33
Cardiac arrhythmia (disorder),698247007,44808001,Conduction disorder of the heart (disorder),33,33
Cardiac arrhythmia (disorder),698247007,44103008,Ventricular arrhythmia (disorder),33,33
Cardiac arrhythmia (disorder),698247007,40593004,Fibrillation (disorder),33,33
Cardiac arrhythmia (disorder),698247007,33413000,Ectopic beats (disorder),33,33
Cardiac arrhythmia (disorder),698247007,29717002,Premature beats (disorder),33,33
Cardiac arrhythmia (disorder),698247007,29320008,Ectopic rhythm (disorder),33,33
Cardiac arrhythmia (disorder),698247007,19092004,Holt-Oram syndrome (disorder),33,33
Cardiac arrhythmia (disorder),698247007,17869006,Anomalous atrioventricular excitation (disorder),33,33
Cardiac arrhythmia (disorder),698247007,16797001,Accelerated atrioventricular conduction (disorder),33,33
Cardiac arrhythmia (disorder),698247007,6285003,Tachyarrhythmia (disorder),33,33
Cardiac arrhythmia (disorder),698247007,184004,Withdrawal arrhythmia (disorder),33,33
Medication overuse headache (finding),698803006,698803006,Medication overuse headache (finding),2,2
Medication overuse headache (finding),698803006,103012002,Analgesic overuse headache (finding),2,2
Twitching eye (finding),699377006,699377006,Twitching eye (finding),1,1
Agoraphobia (disorder),70691001,191722009,Agoraphobia with panic attacks (disorder),4,4
Agoraphobia (disorder),70691001,70691001,Agoraphobia (disorder),4,4
Agoraphobia (disorder),70691001,61569007,Agoraphobia without history of panic disorder (disorder),4,4
Agoraphobia (disorder),70691001,35607004,Panic disorder with agoraphobia (disorder),4,4
Pulmonary hypertension (disorder),70995007,1010627004,Pulmonary hypertension due to developmental abnormality (disorder),14,14
Pulmonary hypertension (disorder),70995007,1010625007,Pulmonary hypertension due to pulmonary disease with mixed restrictive and obstructive patterns (disorder),14,14
Pulmonary hypertension (disorder),70995007,840308008,Severe pulmonary hypertension (disorder),14,14
Pulmonary hypertension (disorder),70995007,840307003,Moderate pulmonary hypertension (disorder),14,14
Pulmonary hypertension (disorder),70995007,840306007,Mild pulmonary hypertension (disorder),14,14
Pulmonary hypertension (disorder),70995007,776416004,"Hyperuricemia, pulmonary hypertension, renal failure, alkalosis syndrome (disorder)",14,14
Pulmonary hypertension (disorder),70995007,697896007,Precapillary pulmonary hypertension (disorder),14,14
Pulmonary hypertension (disorder),70995007,360573001,Post-capillary pulmonary hypertension (disorder),14,14
Pulmonary hypertension (disorder),70995007,233941006,Solitary pulmonary hypertension (disorder),14,14
Pulmonary hypertension (disorder),70995007,88223008,Secondary pulmonary hypertension (disorder),14,14
Pulmonary hypertension (disorder),70995007,87394009,Episodic pulmonary hypertension (disorder),14,14
Pulmonary hypertension (disorder),70995007,70995007,Pulmonary hypertension (disorder),14,14
Pulmonary hypertension (disorder),70995007,10964002,Progressive pulmonary hypertension (disorder),14,14
Pulmonary hypertension (disorder),70995007,5499009,Pulmonary hypertensive venous disease (disorder),14,14
Smoking cessation therapy (regime/therapy),710081004,713700008,Smoking cessation drug therapy (regime/therapy),3,3
Smoking cessation therapy (regime/therapy),710081004,710081004,Smoking cessation therapy (regime/therapy),3,3
Smoking cessation therapy (regime/therapy),710081004,384742004,Smoking cessation assistance (regime/therapy),3,3
Phantom pain (disorder),710110008,711055006,Phantom pain following excision of eye (disorder),2,2
Phantom pain (disorder),710110008,710110008,Phantom pain (disorder),2,2
Ventricular fibrillation (disorder),71908006,723866006,Idiopathic ventricular fibrillation not Brugada type (disorder),5,5
Ventricular fibrillation (disorder),71908006,429243003,Sustained ventricular fibrillation (disorder),5,5
Ventricular fibrillation (disorder),71908006,233915000,Paroxysmal familial ventricular fibrillation (disorder),5,5
Ventricular fibrillation (disorder),71908006,195083004,Ventricular fibrillation and flutter (disorder),5,5
Ventricular fibrillation (disorder),71908006,71908006,Ventricular fibrillation (disorder),5,5
Alcoholism (disorder),7200002,97571000119109,Thrombocytopenia co-occurrent and due to alcoholism (disorder),7,7
Alcoholism (disorder),7200002,191813001,Chronic alcoholism in remission (disorder),7,7
Alcoholism (disorder),7200002,191812006,Episodic chronic alcoholism (disorder),7,7
Alcoholism (disorder),7200002,191811004,Continuous chronic alcoholism (disorder),7,7
Alcoholism (disorder),7200002,66590003,Alcohol dependence (disorder),7,7
Alcoholism (disorder),7200002,15167005,Alcohol abuse (disorder),7,7
Alcoholism (disorder),7200002,7200002,Alcoholism (disorder),7,7
Primary myxofibrosarcoma (disorder),723076008,723076008,Primary myxofibrosarcoma (disorder),2,2
Primary myxofibrosarcoma (disorder),723076008,400175006,Myxofibrosarcoma of skin (disorder),2,2
Sleep-wake schedule disorder due to jet lag (disorder),724751006,724751006,Sleep-wake schedule disorder due to jet lag (disorder),1,1
Snoring (finding),72863001,723881000,Habitual snoring (finding),2,2
Snoring (finding),72863001,72863001,Snoring (finding),2,2
Normal pregnancy (finding),72892002,72892002,Normal pregnancy (finding),1,1
Diabetes mellitus (disorder),73211009,530558861000132104,Atypical diabetes mellitus (disorder),16,16
Diabetes mellitus (disorder),73211009,105401000119101,Diabetes mellitus due to pancreatic injury (disorder),16,16
Diabetes mellitus (disorder),73211009,890171006,Ketosis-prone diabetes mellitus (disorder),16,16
Diabetes mellitus (disorder),73211009,733072002,"Alaninuria, microcephaly, dwarfism, enamel hypoplasia, diabetes mellitus syndrome (disorder)",16,16
Diabetes mellitus (disorder),73211009,722206009,"Pancreatic hypoplasia, diabetes mellitus, congenital heart disease syndrome (disorder)",16,16
Diabetes mellitus (disorder),73211009,716362006,Gingival disease co-occurrent with diabetes mellitus (disorder),16,16
Diabetes mellitus (disorder),73211009,703136005,Diabetes mellitus in remission (disorder),16,16
Diabetes mellitus (disorder),73211009,609569007,Diabetes mellitus due to genetic defect in insulin action (disorder),16,16
Diabetes mellitus (disorder),73211009,609568004,Diabetes mellitus due to genetic defect in beta cell function (disorder),16,16
Diabetes mellitus (disorder),73211009,199223000,"Diabetes mellitus during pregnancy, childbirth and the puerperium (disorder)",16,16
Diabetes mellitus (disorder),73211009,123763000,Houssay's syndrome (disorder),16,16
Diabetes mellitus (disorder),73211009,111552007,Diabetes mellitus without complication (disorder),16,16
Diabetes mellitus (disorder),73211009,73211009,Diabetes mellitus (disorder),16,16
Diabetes mellitus (disorder),73211009,46635009,Diabetes mellitus type 1 (disorder),16,16
Diabetes mellitus (disorder),73211009,44054006,Diabetes mellitus type 2 (disorder),16,16
Diabetes mellitus (disorder),73211009,8801005,Secondary diabetes mellitus (disorder),16,16
Reye's syndrome (disorder),74351001,74351001,Reye's syndrome (disorder),1,1
Hypopituitarism (disorder),74728003,367411000119102,Hypopituitarism caused by drug (disorder),32,32
Hypopituitarism (disorder),74728003,2851000119101,Anterior pituitary hormone deficiency (disorder),32,32
Hypopituitarism (disorder),74728003,783009008,Pituitary deficiency due to Rathke cleft cysts (disorder),32,32
Hypopituitarism (disorder),74728003,773664005,"Deficiency in anterior pituitary function, variable immunodeficiency syndrome (disorder)",32,32
Hypopituitarism (disorder),74728003,723999009,"Retinitis pigmentosa, hypopituitarism, nephronophthisis, skeletal dysplasia syndrome (disorder)",32,32
Hypopituitarism (disorder),74728003,721288009,Hypopituitarism following procedure (disorder),32,32
Hypopituitarism (disorder),74728003,718182008,Combined pituitary hormone deficiency genetic form (disorder),32,32
Hypopituitarism (disorder),74728003,715668008,Pituitary deficiency due to empty sella turcica syndrome (disorder),32,32
Hypopituitarism (disorder),74728003,397827003,Growth hormone deficiency (disorder),32,32
Hypopituitarism (disorder),74728003,271386001,Post-infective hypopituitarism (disorder),32,32
Hypopituitarism (disorder),74728003,267389001,Post-birth injury hypopituitarism (disorder),32,32
Hypopituitarism (disorder),74728003,267388009,Idiopathic hypopituitarism (disorder),32,32
Hypopituitarism (disorder),74728003,237700006,Hypopituitarism due to iron overload (disorder),32,32
Hypopituitarism (disorder),74728003,237699005,Post-traumatic hypopituitarism (disorder),32,32
Hypopituitarism (disorder),74728003,237698002,Iatrogenic hypopituitarism (disorder),32,32
Hypopituitarism (disorder),74728003,237697007,Oxytocin deficiency (disorder),32,32
Hypopituitarism (disorder),74728003,237692001,Adrenocorticotropic hormone deficiency (disorder),32,32
Hypopituitarism (disorder),74728003,237685006,Partial hypopituitarism (disorder),32,32
Hypopituitarism (disorder),74728003,237684005,Sheehan's syndrome (disorder),32,32
Hypopituitarism (disorder),74728003,90182005,Hypophysectomy-induced hypopituitarism (disorder),32,32
Hypopituitarism (disorder),74728003,89476005,Pituitary cachexia (disorder),32,32
Hypopituitarism (disorder),74728003,82598004,Secondary hypothyroidism (disorder),32,32
Hypopituitarism (disorder),74728003,74728003,Hypopituitarism (disorder),32,32
Hypopituitarism (disorder),74728003,67873006,Isolated prolactin deficiency (disorder),32,32
Hypopituitarism (disorder),74728003,61701006,Lymphocytic hypopituitarism (disorder),32,32
Hypopituitarism (disorder),74728003,40781006,Hypopituitarism due to pituitary tumor (disorder),32,32
Hypopituitarism (disorder),74728003,33927004,Hypogonadotropic hypogonadism (disorder),32,32
Hypopituitarism (disorder),74728003,32390006,Panhypopituitarism (disorder),32,32
Hypopituitarism (disorder),74728003,14289006,Myopathy in hypopituitarism (disorder),32,32
Hypopituitarism (disorder),74728003,7611002,Septo-optic dysplasia sequence (disorder),32,32
Hypopituitarism (disorder),74728003,3072001,Hormone-induced hypopituitarism (disorder),32,32
Hypopituitarism (disorder),74728003,442001,Secondary hypopituitarism (disorder),32,32
Infestation caused by Anoplura (disorder),74949007,74949007,Infestation caused by Anoplura (disorder),1,1
Food poisoning (disorder),75258004,398523009,Foodborne botulism (disorder),8,8
Food poisoning (disorder),75258004,281107009,Infective food poisoning (disorder),8,8
Food poisoning (disorder),75258004,240345009,Chemical food poisoning (disorder),8,8
Food poisoning (disorder),75258004,84622004,Food poisoning caused by staphylococcus (disorder),8,8
Food poisoning (disorder),75258004,75258004,Food poisoning (disorder),8,8
Food poisoning (disorder),75258004,45133009,Neurotoxic shellfish poisoning (disorder),8,8
Food poisoning (disorder),75258004,19894004,Food poisoning caused by Bacillus cereus (disorder),8,8
Food poisoning (disorder),75258004,10852006,Poisoning caused by ingestion of insect-infested food (disorder),8,8
Red eye (disorder),75705005,314499001,Contact lens related red eye (disorder),2,2
Red eye (disorder),75705005,75705005,Red eye (disorder),2,2
Classical phenylketonuria (disorder),7573000,890436003,Classical phenylketonuria with total deficiency of phenylalanine hydroxylase (disorder),4,4
Classical phenylketonuria (disorder),7573000,890435004,Classical phenylketonuria with partial deficiency of phenylalanine hydroxylase (disorder),4,4
Classical phenylketonuria (disorder),7573000,7573000,Classical phenylketonuria (disorder),4,4
Classical phenylketonuria (disorder),7573000,440009,Persistent hyperphenylalaninemia (disorder),4,4
Pregnant (finding),77386006,439311009,Intends to continue pregnancy (finding),18,18
Pregnant (finding),77386006,169564004,Pregnant - on abdominal palpation (finding),18,18
Pregnant (finding),77386006,169563005,Pregnant - on history (finding),18,18
Pregnant (finding),77386006,169562000,Pregnant - vaginal examination confirms (finding),18,18
Pregnant (finding),77386006,169561007,Pregnant - blood test confirms (finding),18,18
Pregnant (finding),77386006,169560008,Pregnant - urine test confirms (finding),18,18
Pregnant (finding),77386006,127363001,"Number of pregnancies, currently pregnant (finding)",18,18
Pregnant (finding),77386006,102876002,Multigravida (finding),18,18
Pregnant (finding),77386006,102875003,Surrogate pregnancy (finding),18,18
Pregnant (finding),77386006,83074005,Unplanned pregnancy (finding),18,18
Pregnant (finding),77386006,77386006,Pregnant (finding),18,18
Pregnant (finding),77386006,72892002,Normal pregnancy (finding),18,18
Pregnant (finding),77386006,65727000,Intrauterine pregnancy (finding),18,18
Pregnant (finding),77386006,58532003,Unwanted pregnancy (finding),18,18
Pregnant (finding),77386006,47200007,High risk pregnancy (finding),18,18
Pregnant (finding),77386006,45307008,Extrachorial pregnancy (finding),18,18
Pregnant (finding),77386006,14418008,Precocious pregnancy (finding),18,18
Pregnant (finding),77386006,9279009,Extra-amniotic pregnancy (finding),18,18
Computerized axial tomography (procedure),77477000,16550001000119100,Drainage of lesion of pelvis using computed tomography guidance (procedure),23,23
Computerized axial tomography (procedure),77477000,721039003,Dual energy computed tomography (procedure),23,23
Computerized axial tomography (procedure),77477000,710794006,Computed tomography of feeding tube (procedure),23,23
Computerized axial tomography (procedure),77477000,699584002,Post mortem computed tomography (procedure),23,23
Computerized axial tomography (procedure),77477000,450438002,Single photon emission computed tomography with computed tomography (procedure),23,23
Computerized axial tomography (procedure),77477000,450436003,Positron emission tomography with computed tomography (procedure),23,23
Computerized axial tomography (procedure),77477000,446185002,Forensic computed tomography (procedure),23,23
Computerized axial tomography (procedure),77477000,443579008,Radionuclide imaging with computed tomography attenuation correction (procedure),23,23
Computerized axial tomography (procedure),77477000,433063003,Computed tomography with maximum intensity projection (procedure),23,23
Computerized axial tomography (procedure),77477000,432771002,Computed tomography sinogram with contrast (procedure),23,23
Computerized axial tomography (procedure),77477000,430447002,Computed tomography for radiotherapy planning (procedure),23,23
Computerized axial tomography (procedure),77477000,399331006,Computed tomography without contrast (procedure),23,23
Computerized axial tomography (procedure),77477000,363206008,Computerized axial tomography special views and positions (procedure),23,23
Computerized axial tomography (procedure),77477000,363023007,Computerized axial tomography of site (procedure),23,23
Computerized axial tomography (procedure),77477000,303698001,Special computerized tomography study (procedure),23,23
Computerized axial tomography (procedure),77477000,258176004,Computerized tomography guidance (procedure),23,23
Computerized axial tomography (procedure),77477000,116152004,Spiral computed tomography scan (procedure),23,23
Computerized axial tomography (procedure),77477000,113090004,Computerized tomography with intravenous contrast (procedure),23,23
Computerized axial tomography (procedure),77477000,77477000,Computerized axial tomography (procedure),23,23
Computerized axial tomography (procedure),77477000,71040008,"Computerized tomography, follow-up (procedure)",23,23
Computerized axial tomography (procedure),77477000,24689001,"Computed tomography guidance for treatment planning, teletherapy (procedure)",23,23
Computerized axial tomography (procedure),77477000,22400007,"Computerized tomography, 3 dimensional reconstruction (procedure)",23,23
Computerized axial tomography (procedure),77477000,13518004,Computerized tomography without intravenous contrast followed by intravenous contrast and more sections (procedure),23,23
Overactive bladder (disorder),786457000,786460007,Detrusor overactivity (disorder),3,3
Overactive bladder (disorder),786457000,786457000,Overactive bladder (disorder),3,3
Overactive bladder (disorder),786457000,762262008,Overactive bladder due to prolapse of female genital organ (disorder),3,3
Absence seizure (disorder),79631006,68091000119102,Intractable absence seizures (disorder),13,13
Absence seizure (disorder),79631006,246552000,Absence seizure with autonomic components (disorder),13,13
Absence seizure (disorder),79631006,246551007,Absence seizure with automatisms (disorder),13,13
Absence seizure (disorder),79631006,246550008,Absence seizure with tonic components (disorder),13,13
Absence seizure (disorder),79631006,246549008,Absence seizure with atonic components (disorder),13,13
Absence seizure (disorder),79631006,246548000,Absence seizure with mild clonic components (disorder),13,13
Absence seizure (disorder),79631006,246546001,Absence seizure with impairment of consciousness only (disorder),13,13
Absence seizure (disorder),79631006,230447004,Eyelid myoclonus with absences (disorder),13,13
Absence seizure (disorder),79631006,193004006,Epileptic automatism (disorder),13,13
Absence seizure (disorder),79631006,79631006,Absence seizure (disorder),13,13
